timestamp,Open,High,Low,Close,Volume
2021-11-10 04:00:00+00:00,66485.61,66666.51,66259.98,66639.42,576.7032924
2021-11-10 05:00:00+00:00,66639.42,66646.5,66287.34,66345.14,254.1007078
2021-11-10 06:00:00+00:00,66345.15,66615.03,66240.21,66527.62,303.44627568
2021-11-10 07:00:00+00:00,66527.62,66738.46,66313.83,66437.65,276.46415686
2021-11-10 08:00:00+00:00,66437.65,66860.71,66364.89,66622.64,290.91873786
2021-11-10 09:00:00+00:00,66621.72,66838.4,66562.19,66691.4,274.3721028
2021-11-10 10:00:00+00:00,66691.58,67098.34,66655.25,66789.01,239.40374057
2021-11-10 11:00:00+00:00,66789.01,66904.57,66543.39,66543.4,236.68453619000002
2021-11-10 12:00:00+00:00,66544.07,66962.63,66260.0,66385.29,351.74512802
2021-11-10 13:00:00+00:00,66385.31,68027.0,65951.0,68005.01,1120.72015412
2021-11-10 14:00:00+00:00,68005.02,69000.0,67926.62,68412.8,2178.29849914
2021-11-10 15:00:00+00:00,68414.82,68520.0,68200.0,68361.04,598.17445678
2021-11-10 16:00:00+00:00,68363.78,68756.84,68359.94,68509.92,988.67605392
2021-11-10 17:00:00+00:00,68515.45,68800.01,68456.5,68639.63,877.02400488
2021-11-10 18:00:00+00:00,68638.47,68656.48,67592.06,67782.03,972.62559376
2021-11-10 19:00:00+00:00,67781.42,68010.62,66559.37,66640.96,1006.60063948
2021-11-10 20:00:00+00:00,66640.96,67041.51,65100.0,65835.0,2115.44966825
2021-11-10 21:00:00+00:00,65835.0,66165.64,62800.0,64299.57,2764.02062622
2021-11-10 22:00:00+00:00,64292.43,65325.32,63913.63,65159.85,965.7427866
2021-11-10 23:00:00+00:00,65159.85,65167.7,64300.0,64912.2,673.77569363
2021-11-11 00:00:00+00:00,64912.2,65037.17,64209.11,64983.25,682.6136463
2021-11-11 01:00:00+00:00,64976.5,65088.01,64389.14,64764.07,505.50881434
2021-11-11 02:00:00+00:00,64764.06,64764.06,64133.78,64543.56,617.43740434
2021-11-11 03:00:00+00:00,64543.56,64857.81,64400.0,64782.01,516.4050259
2021-11-11 04:00:00+00:00,64782.01,64822.39,64420.52,64636.34,316.23459004
2021-11-11 05:00:00+00:00,64636.33,64931.17,64583.28,64700.0,228.80388514999999
2021-11-11 06:00:00+00:00,64699.7,65014.43,64537.11,64844.3,275.80939257
2021-11-11 07:00:00+00:00,64847.36,65425.0,64814.16,65255.12,345.37085291
2021-11-11 08:00:00+00:00,65255.12,65465.96,64612.26,65377.54,398.56281325
2021-11-11 09:00:00+00:00,65395.11,65600.0,65050.36,65394.0,267.3846425
2021-11-11 10:00:00+00:00,65394.01,65410.9,65104.06,65260.71,204.42901586
2021-11-11 11:00:00+00:00,65259.03,65349.96,64972.71,65301.87,368.01769102000003
2021-11-11 12:00:00+00:00,65299.49,65370.98,64716.46,65032.16,341.68551091
2021-11-11 13:00:00+00:00,65032.16,65177.51,64644.88,64761.39,480.42945187
2021-11-11 14:00:00+00:00,64761.39,65500.0,64427.85,65194.22,938.6094725199999
2021-11-11 15:00:00+00:00,65191.14,65390.99,64718.34,64836.16,618.60197097
2021-11-11 16:00:00+00:00,64836.15,65258.58,64763.51,65075.06,586.29481604
2021-11-11 17:00:00+00:00,65072.53,65280.63,64878.97,64952.9,415.52046433
2021-11-11 18:00:00+00:00,64952.9,65040.28,64612.34,64771.77,498.9837854
2021-11-11 19:00:00+00:00,64771.77,65265.48,64754.25,65160.0,354.87362327
2021-11-11 20:00:00+00:00,65160.0,65251.76,64780.0,64826.25,401.73411603
2021-11-11 21:00:00+00:00,64829.68,65105.0,64775.0,65074.06,294.02372274
2021-11-11 22:00:00+00:00,65074.06,65352.26,64927.15,65203.52,286.69479201
2021-11-11 23:00:00+00:00,65203.52,65212.52,64773.99,64820.9,253.67570157
2021-11-12 00:00:00+00:00,64807.73,64962.19,64686.35,64846.89,340.42477171
2021-11-12 01:00:00+00:00,64846.89,65392.74,64108.0,65120.94,780.20301324
2021-11-12 02:00:00+00:00,65120.95,65477.06,64942.83,65037.97,417.77344999
2021-11-12 03:00:00+00:00,65038.03,65081.44,64777.0,64855.31,436.97577561
2021-11-12 04:00:00+00:00,64855.16,65093.81,64721.73,64994.49,310.26496424
2021-11-12 05:00:00+00:00,64995.56,65024.67,64679.98,64694.45,166.94275543
2021-11-12 06:00:00+00:00,64694.44,64853.31,64472.98,64530.05,193.18158753
2021-11-12 07:00:00+00:00,64522.85,64652.15,64240.0,64502.24,303.59402959
2021-11-12 08:00:00+00:00,64502.24,64962.99,64241.68,64898.29,246.36984166
2021-11-12 09:00:00+00:00,64898.28,64898.29,63674.44,63822.19,586.2661253699999
2021-11-12 10:00:00+00:00,63814.5,64214.97,63551.72,63670.59,490.46541306
2021-11-12 11:00:00+00:00,63670.93,64055.62,63527.88,63762.96,441.82153826
2021-11-12 12:00:00+00:00,63762.96,64211.45,63350.53,63841.53,600.42325784
2021-11-12 13:00:00+00:00,63841.53,64099.26,63260.62,64006.07,668.70890559
2021-11-12 14:00:00+00:00,64006.06,64185.28,63467.76,63477.99,834.85088635
2021-11-12 15:00:00+00:00,63477.99,63569.37,62886.34,63174.28,1532.51729019
2021-11-12 16:00:00+00:00,63177.31,63388.37,62300.0,63097.27,1783.9775205400001
2021-11-12 17:00:00+00:00,63092.59,63644.25,62959.49,63613.81,696.85207728
2021-11-12 18:00:00+00:00,63613.8,64128.48,63561.83,63900.98,849.48440241
2021-11-12 19:00:00+00:00,63900.98,63928.22,63585.42,63868.9,459.36030724
2021-11-12 20:00:00+00:00,63868.9,64376.92,63858.38,64148.79,507.51421347
2021-11-12 21:00:00+00:00,64155.78,64512.35,64018.45,64100.42,409.48832177
2021-11-12 22:00:00+00:00,64100.42,64224.0,63741.99,63949.46,271.94041146
2021-11-12 23:00:00+00:00,63949.46,64384.79,63846.72,64147.9,327.8266818
2021-11-13 00:00:00+00:00,64144.42,64448.43,64144.41,64370.23,259.09100515
2021-11-13 01:00:00+00:00,64370.23,64439.18,63851.11,63870.72,300.69771806
2021-11-13 02:00:00+00:00,63870.71,64034.9,63605.37,63729.33,306.99549599
2021-11-13 03:00:00+00:00,63729.32,63893.85,63636.85,63801.6,253.02202572
2021-11-13 04:00:00+00:00,63800.76,63946.19,63579.79,63712.75,205.73095784
2021-11-13 05:00:00+00:00,63717.29,63870.98,63505.13,63618.26,148.22405056
2021-11-13 06:00:00+00:00,63618.26,63889.09,63598.06,63867.25,105.94489843
2021-11-13 07:00:00+00:00,63867.25,64118.39,63723.45,64031.96,104.27655024
2021-11-13 08:00:00+00:00,64036.71,64094.46,63748.18,63823.2,79.10762603
2021-11-13 09:00:00+00:00,63820.2,63884.83,63395.39,63473.95,136.08329427
2021-11-13 10:00:00+00:00,63473.95,63763.76,63394.17,63732.81,196.97607213
2021-11-13 11:00:00+00:00,63732.81,63815.26,63525.98,63566.77,100.92238266
2021-11-13 12:00:00+00:00,63566.77,63818.44,63431.86,63548.17,157.12946943
2021-11-13 13:00:00+00:00,63546.62,63769.95,63500.0,63623.73,116.54902251
2021-11-13 14:00:00+00:00,63623.73,64804.75,63595.63,64723.23,894.8705134100001
2021-11-13 15:00:00+00:00,64723.22,64777.55,64535.94,64700.0,288.29930607
2021-11-13 16:00:00+00:00,64700.0,64990.0,64615.11,64628.16,320.35099347
2021-11-13 17:00:00+00:00,64626.12,64706.4,64523.12,64675.52,260.95173511999997
2021-11-13 18:00:00+00:00,64678.4,64712.25,63896.26,64145.73,665.59278326
2021-11-13 19:00:00+00:00,64145.67,64222.0,63850.0,63951.58,243.52651002
2021-11-13 20:00:00+00:00,63953.95,64450.0,63945.98,64381.94,305.19938955
2021-11-13 21:00:00+00:00,64379.53,64403.78,64131.0,64366.72,164.08628056
2021-11-13 22:00:00+00:00,64366.71,64441.1,64127.77,64287.44,191.10632495
2021-11-13 23:00:00+00:00,64287.44,64569.82,64248.53,64400.01,163.34835703
2021-11-14 00:00:00+00:00,64400.01,65330.03,64400.0,64992.22,494.27382553
2021-11-14 01:00:00+00:00,64992.14,65086.49,64634.18,64804.64,189.37523068
2021-11-14 02:00:00+00:00,64805.18,64940.0,64638.75,64659.96,155.1502123
2021-11-14 03:00:00+00:00,64659.97,64854.83,64564.48,64658.65,147.69693227
2021-11-14 04:00:00+00:00,64657.79,65025.71,64654.84,64771.0,145.90286914
2021-11-14 05:00:00+00:00,64770.41,64990.28,64483.89,64913.73,168.54158223
2021-11-14 06:00:00+00:00,64915.46,65177.68,64730.55,64825.57,137.68425161
2021-11-14 07:00:00+00:00,64826.36,64894.71,64549.89,64639.55,144.26996318
2021-11-14 08:00:00+00:00,64639.55,64806.67,64079.99,64326.03,321.129285
2021-11-14 09:00:00+00:00,64326.02,64408.75,64126.48,64273.03,221.48582634
2021-11-14 10:00:00+00:00,64273.03,64500.0,64203.59,64415.43,205.52507865
2021-11-14 11:00:00+00:00,64415.42,64500.0,64212.69,64468.65,142.78488643
2021-11-14 12:00:00+00:00,64467.0,64734.3,64268.35,64618.2,167.02236797
2021-11-14 13:00:00+00:00,64616.73,64800.0,64531.61,64638.38,146.26671881000001
2021-11-14 14:00:00+00:00,64638.38,64677.76,64181.25,64369.35,230.1855555
2021-11-14 15:00:00+00:00,64369.34,64369.34,64020.41,64105.52,258.17716118
2021-11-14 16:00:00+00:00,64105.52,64230.21,63596.9,63721.27,426.98972215000003
2021-11-14 17:00:00+00:00,63721.27,64278.63,63641.82,64196.59,321.07496646
2021-11-14 18:00:00+00:00,64197.93,64438.67,63863.73,64047.86,280.48416396
2021-11-14 19:00:00+00:00,64047.86,64216.58,63890.11,64176.62,195.06795912
2021-11-14 20:00:00+00:00,64176.63,64411.29,64062.32,64240.94,213.18162595
2021-11-14 21:00:00+00:00,64240.94,64493.41,64053.22,64335.27,257.05478082
2021-11-14 22:00:00+00:00,64335.27,64855.69,64312.71,64522.87,247.52626844
2021-11-14 23:00:00+00:00,64522.87,65342.31,64355.22,65312.69,755.71281002
2021-11-15 00:00:00+00:00,65505.03,66198.48,65505.03,65878.01,724.11060711
2021-11-15 01:00:00+00:00,65878.01,65955.03,65538.83,65930.82,401.9167939
2021-11-15 02:00:00+00:00,65930.8,65968.76,65676.62,65713.95,188.45766731
2021-11-15 03:00:00+00:00,65713.95,65920.35,65633.16,65745.61,202.33776912000002
2021-11-15 04:00:00+00:00,65745.61,65888.85,65728.02,65800.21,240.01427572
2021-11-15 05:00:00+00:00,65799.2,65927.96,65705.11,65732.99,171.84647093
2021-11-15 06:00:00+00:00,65732.99,65856.57,65639.77,65687.92,131.75643508
2021-11-15 07:00:00+00:00,65687.92,65764.67,65528.03,65599.38,90.71394488
2021-11-15 08:00:00+00:00,65599.71,65847.65,65292.42,65752.58,335.30484606
2021-11-15 09:00:00+00:00,65752.58,66339.9,65694.65,65992.94,366.44623361
2021-11-15 10:00:00+00:00,65992.93,66081.92,65769.66,65956.54,168.93405884
2021-11-15 11:00:00+00:00,65951.5,65977.33,65646.75,65751.82,150.74057558
2021-11-15 12:00:00+00:00,65757.12,65980.77,65563.45,65702.71,185.58616153
2021-11-15 13:00:00+00:00,65702.71,65792.2,65378.7,65511.15,323.07921
2021-11-15 14:00:00+00:00,65508.41,65517.73,64760.5,64861.2,705.91672706
2021-11-15 15:00:00+00:00,64861.19,64892.37,64234.0,64309.24,922.62489574
2021-11-15 16:00:00+00:00,64304.65,64441.35,63903.91,64246.19,1128.67769466
2021-11-15 17:00:00+00:00,64246.19,64441.29,64016.87,64040.48,638.33363478
2021-11-15 18:00:00+00:00,64040.48,64178.94,63636.76,63807.28,808.39721479
2021-11-15 19:00:00+00:00,63807.29,64324.22,63649.54,64270.64,615.60213441
2021-11-15 20:00:00+00:00,64271.54,64271.54,63800.0,63907.49,420.60044316
2021-11-15 21:00:00+00:00,63907.5,64023.61,63371.0,63900.01,597.85480776
2021-11-15 22:00:00+00:00,63900.01,64033.33,63443.53,63975.63,530.26674263
2021-11-15 23:00:00+00:00,63975.63,63994.1,63485.86,63624.59,376.95480002
2021-11-16 00:00:00+00:00,63621.05,63624.6,62501.0,62569.77,1662.8320484199999
2021-11-16 01:00:00+00:00,62569.76,62663.81,61050.0,62180.02,2232.28605968
2021-11-16 02:00:00+00:00,62180.01,62292.93,61537.55,61672.37,667.64619521
2021-11-16 03:00:00+00:00,61668.12,61858.77,60500.0,60959.61,1546.65459151
2021-11-16 04:00:00+00:00,60959.6,61564.05,60388.0,61239.07,1285.21529083
2021-11-16 05:00:00+00:00,61247.69,61505.36,60822.18,60974.55,703.84930143
2021-11-16 06:00:00+00:00,60969.91,61033.82,60343.34,60871.59,737.68237174
2021-11-16 07:00:00+00:00,60871.59,61090.74,60452.32,60822.02,496.41909447
2021-11-16 08:00:00+00:00,60822.03,61056.33,60608.22,61024.25,361.87652657
2021-11-16 09:00:00+00:00,61024.75,61295.73,60175.0,60202.82,661.76113885
2021-11-16 10:00:00+00:00,60201.21,60340.09,58638.0,60196.41,2296.46747057
2021-11-16 11:00:00+00:00,60196.21,60688.66,60100.0,60615.95,835.7737512
2021-11-16 12:00:00+00:00,60615.94,60888.0,60049.73,60060.83,892.6568336199999
2021-11-16 13:00:00+00:00,60069.59,60786.92,60058.39,60576.77,922.43280342
2021-11-16 14:00:00+00:00,60576.77,61418.19,60500.0,60941.49,1120.99401435
2021-11-16 15:00:00+00:00,60950.45,61200.0,60617.11,60713.71,840.4274486300001
2021-11-16 16:00:00+00:00,60708.42,60959.39,60405.59,60692.31,764.72746117
2021-11-16 17:00:00+00:00,60695.66,60870.91,60239.25,60509.31,946.8909435099999
2021-11-16 18:00:00+00:00,60509.31,60693.21,59999.99,60000.01,865.61488564
2021-11-16 19:00:00+00:00,59999.99,60640.72,59793.04,60254.16,1132.72454071
2021-11-16 20:00:00+00:00,60250.0,60250.0,59144.84,59763.86,1453.55007663
2021-11-16 21:00:00+00:00,59761.8,60983.63,59673.38,60490.46,1416.55627918
2021-11-16 22:00:00+00:00,60490.46,61170.88,60420.77,60621.38,601.22506852
2021-11-16 23:00:00+00:00,60621.37,60711.11,60087.54,60107.98,458.19876485
2021-11-17 00:00:00+00:00,60101.56,60454.74,59512.0,59759.62,854.3261091100001
2021-11-17 01:00:00+00:00,59759.63,60319.71,59274.06,59354.02,669.17157034
2021-11-17 02:00:00+00:00,59354.02,59749.99,59122.0,59391.96,972.95083512
2021-11-17 03:00:00+00:00,59392.8,59782.45,58558.0,59060.78,1864.61324746
2021-11-17 04:00:00+00:00,59070.35,59500.0,58611.0,59419.62,1381.98990704
2021-11-17 05:00:00+00:00,59429.42,59841.32,59265.74,59606.06,675.29978136
2021-11-17 06:00:00+00:00,59606.05,59795.05,59309.38,59609.0,614.59356101
2021-11-17 07:00:00+00:00,59613.33,60151.22,59353.98,59709.21,768.61248876
2021-11-17 08:00:00+00:00,59701.68,60015.78,59569.22,59591.91,566.20397716
2021-11-17 09:00:00+00:00,59591.92,59591.92,58816.0,58933.82,720.51462937
2021-11-17 10:00:00+00:00,58933.81,60599.51,58380.0,60534.55,996.3014704300001
2021-11-17 11:00:00+00:00,60529.72,60824.21,60322.97,60761.86,734.22431343
2021-11-17 12:00:00+00:00,60776.35,60824.38,60441.1,60486.87,682.21862472
2021-11-17 13:00:00+00:00,60486.87,60622.83,60096.62,60134.7,643.2012056
2021-11-17 14:00:00+00:00,60137.04,60350.29,59616.46,59636.83,962.2550803
2021-11-17 15:00:00+00:00,59634.81,59821.51,59368.92,59679.5,813.54394576
2021-11-17 16:00:00+00:00,59684.83,60476.99,59440.67,60423.62,1041.44258736
2021-11-17 17:00:00+00:00,60431.79,60500.0,60022.41,60248.52,1018.08968785
2021-11-17 18:00:00+00:00,60251.15,60666.69,60230.06,60495.82,1041.29976882
2021-11-17 19:00:00+00:00,60495.83,60685.1,60118.08,60247.65,737.68685355
2021-11-17 20:00:00+00:00,60247.65,60600.0,60051.44,60436.83,782.69421153
2021-11-17 21:00:00+00:00,60435.45,60454.68,59781.45,60111.31,741.96182109
2021-11-17 22:00:00+00:00,60111.31,60119.57,59661.49,60003.11,724.2876884699999
2021-11-17 23:00:00+00:00,60003.1,60507.22,59711.1,60394.94,853.31699306
2021-11-18 00:00:00+00:00,60351.51,60743.16,60145.53,60498.61,1038.51084685
2021-11-18 01:00:00+00:00,60502.61,60977.21,60102.71,60588.25,903.6044837000001
2021-11-18 02:00:00+00:00,60588.25,60778.48,60423.96,60677.86,531.2833455
2021-11-18 03:00:00+00:00,60677.86,60697.02,59879.04,59881.93,636.06308336
2021-11-18 04:00:00+00:00,59881.93,60108.94,59669.0,59700.92,798.68926468
2021-11-18 05:00:00+00:00,59693.56,59927.26,59578.37,59818.24,552.91119334
2021-11-18 06:00:00+00:00,59818.23,60053.22,59596.78,59838.2,487.4127052
2021-11-18 07:00:00+00:00,59838.2,59899.77,59525.01,59745.98,380.79383662000004
2021-11-18 08:00:00+00:00,59745.98,59841.34,59486.88,59662.77,340.29559695
2021-11-18 09:00:00+00:00,59662.77,59752.39,59000.0,59297.7,1160.27427576
2021-11-18 10:00:00+00:00,59300.3,59851.2,59012.1,59805.95,578.66416986
2021-11-18 11:00:00+00:00,59806.19,59975.2,59171.56,59243.43,440.48786241
2021-11-18 12:00:00+00:00,59243.43,59947.7,59018.91,59137.73,870.04908417
2021-11-18 13:00:00+00:00,59137.72,59779.32,58769.44,59229.98,1417.47067286
2021-11-18 14:00:00+00:00,59229.98,59325.99,58791.35,58917.91,894.91027806
2021-11-18 15:00:00+00:00,58913.12,59290.53,57657.0,58106.3,2943.86564816
2021-11-18 16:00:00+00:00,58106.3,58487.56,57229.68,57300.0,2790.77641656
2021-11-18 17:00:00+00:00,57299.87,58118.13,56621.19,57575.46,2919.41713169
2021-11-18 18:00:00+00:00,57568.8,58100.0,57525.0,58020.32,1093.36114978
2021-11-18 19:00:00+00:00,58027.83,58343.02,57777.0,57946.81,1145.46668017
2021-11-18 20:00:00+00:00,57949.99,58540.0,57617.47,57998.79,1449.87015797
2021-11-18 21:00:00+00:00,57998.79,58270.0,57420.69,57585.01,996.19257534
2021-11-18 22:00:00+00:00,57585.01,57670.85,56555.4,56646.55,1172.80402492
2021-11-18 23:00:00+00:00,56646.56,57009.14,56514.13,56898.0,1200.38967244
2021-11-19 00:00:00+00:00,56898.46,57520.61,56700.0,57510.56,1314.92798861
2021-11-19 01:00:00+00:00,57510.57,57535.6,56645.71,56705.31,884.05006257
2021-11-19 02:00:00+00:00,56705.38,56958.28,55860.0,56098.35,1647.5320271
2021-11-19 03:00:00+00:00,56113.13,56247.03,55625.0,55927.17,1174.43298742
2021-11-19 04:00:00+00:00,55929.01,56338.0,55855.0,56283.99,586.87313785
2021-11-19 05:00:00+00:00,56283.99,56533.33,56056.95,56436.38,534.21944763
2021-11-19 06:00:00+00:00,56444.47,56492.07,56143.47,56313.75,456.40737903
2021-11-19 07:00:00+00:00,56313.74,56456.9,55902.0,56036.14,563.74053563
2021-11-19 08:00:00+00:00,56040.87,57417.3,56028.89,57058.54,570.01260608
2021-11-19 09:00:00+00:00,57060.04,57512.59,56986.88,57047.8,346.85632332
2021-11-19 10:00:00+00:00,57043.39,57083.45,56731.6,56931.27,242.82932117000001
2021-11-19 11:00:00+00:00,56934.38,57244.69,56532.57,57033.52,415.77037595999997
2021-11-19 12:00:00+00:00,57033.86,57396.65,56925.0,56940.15,492.33215229999996
2021-11-19 13:00:00+00:00,56940.14,57778.75,56757.41,57678.18,870.41790193
2021-11-19 14:00:00+00:00,57678.88,58201.51,57638.08,58089.19,1199.99641963
2021-11-19 15:00:00+00:00,58089.19,58241.77,57688.55,57972.03,1147.1723526
2021-11-19 16:00:00+00:00,57970.52,58316.16,57834.38,58233.87,1635.87140017
2021-11-19 17:00:00+00:00,58233.86,58412.12,58011.35,58053.08,995.24054174
2021-11-19 18:00:00+00:00,58053.09,58157.76,57834.06,57958.8,699.20775753
2021-11-19 19:00:00+00:00,57958.8,58173.01,57756.53,58134.66,599.53184111
2021-11-19 20:00:00+00:00,58134.94,58200.0,57766.31,57841.54,770.35756184
2021-11-19 21:00:00+00:00,57841.54,57990.62,57593.89,57869.63,682.41510179
2021-11-19 22:00:00+00:00,57869.62,58040.0,57757.8,57889.57,374.24213335
2021-11-19 23:00:00+00:00,57880.54,58190.72,57788.28,58122.16,348.70684237
2021-11-20 00:00:00+00:00,58122.15,58625.9,58003.49,58297.28,402.55523066
2021-11-20 01:00:00+00:00,58308.44,58932.08,58246.17,58851.85,486.87820628000003
2021-11-20 02:00:00+00:00,58851.84,59058.97,58812.1,58860.31,500.55812105
2021-11-20 03:00:00+00:00,58860.31,58911.2,58504.84,58575.3,340.52480574000003
2021-11-20 04:00:00+00:00,58575.3,58650.0,58418.56,58557.5,282.57467632
2021-11-20 05:00:00+00:00,58556.83,58646.7,58334.74,58473.0,257.35753409
2021-11-20 06:00:00+00:00,58473.0,58888.0,58383.99,58699.46,187.86090732
2021-11-20 07:00:00+00:00,58699.46,58755.58,58419.38,58453.64,135.53886454
2021-11-20 08:00:00+00:00,58453.65,58721.37,58395.17,58541.86,156.90451013999999
2021-11-20 09:00:00+00:00,58541.86,58719.18,58432.65,58552.24,106.5048268
2021-11-20 10:00:00+00:00,58552.24,58806.21,58424.0,58540.47,122.55280477999999
2021-11-20 11:00:00+00:00,58538.29,58723.95,58462.15,58686.47,164.60815137
2021-11-20 12:00:00+00:00,58683.62,58875.57,58526.53,58620.93,154.8917667
2021-11-20 13:00:00+00:00,58634.63,58739.85,58440.0,58530.99,191.48966339
2021-11-20 14:00:00+00:00,58531.01,58749.39,58378.42,58417.58,235.36187827
2021-11-20 15:00:00+00:00,58414.88,58467.99,57562.89,57664.1,808.2559465100001
2021-11-20 16:00:00+00:00,57664.09,58034.47,57423.35,57842.43,588.06180824
2021-11-20 17:00:00+00:00,57836.3,57988.74,57666.7,57975.36,323.75335893
2021-11-20 18:00:00+00:00,57975.36,59686.86,57886.57,59485.54,755.89764903
2021-11-20 19:00:00+00:00,59485.54,59573.75,59276.07,59488.87,332.28019827
2021-11-20 20:00:00+00:00,59488.87,59587.0,59364.08,59473.82,259.59901009
2021-11-20 21:00:00+00:00,59471.97,59700.0,59402.14,59660.38,282.50964914
2021-11-20 22:00:00+00:00,59661.56,59776.13,59569.39,59744.56,251.27646698
2021-11-20 23:00:00+00:00,59747.67,59900.0,59549.99,59900.0,228.50510551000002
2021-11-21 00:00:00+00:00,59760.76,59820.35,59358.0,59410.36,291.84891441
2021-11-21 01:00:00+00:00,59407.89,59498.63,59289.27,59383.02,186.5489859
2021-11-21 02:00:00+00:00,59383.03,59408.56,58763.75,59126.53,335.8975479
2021-11-21 03:00:00+00:00,59126.54,59240.48,58605.38,58731.3,316.94076594
2021-11-21 04:00:00+00:00,58731.31,59004.85,58626.47,58651.15,277.19483607
2021-11-21 05:00:00+00:00,58651.14,59065.81,58610.0,59065.81,223.6658395
2021-11-21 06:00:00+00:00,59065.81,59268.89,58896.97,59249.53,145.31591404
2021-11-21 07:00:00+00:00,59245.02,59256.61,59023.13,59023.6,104.07359704
2021-11-21 08:00:00+00:00,59023.61,59142.76,58700.34,58780.76,175.25707427999998
2021-11-21 09:00:00+00:00,58781.19,59001.1,58738.22,58953.3,117.6179838
2021-11-21 10:00:00+00:00,58953.29,59014.25,58509.69,58859.3,162.29133633
2021-11-21 11:00:00+00:00,58856.66,59390.0,58600.0,58741.88,241.63875393
2021-11-21 12:00:00+00:00,58751.73,59342.65,58712.04,59101.71,252.08377191
2021-11-21 13:00:00+00:00,59107.75,59126.41,58853.16,58879.63,257.09089453
2021-11-21 14:00:00+00:00,58879.64,59094.89,58750.5,58951.36,283.65173222
2021-11-21 15:00:00+00:00,58953.23,59327.44,58843.17,59264.29,406.70903611
2021-11-21 16:00:00+00:00,59264.28,59989.0,59190.0,59911.61,554.04480925
2021-11-21 17:00:00+00:00,59909.62,60070.0,59481.12,59533.56,648.35145203
2021-11-21 18:00:00+00:00,59536.67,59600.87,59340.01,59494.16,430.9163501
2021-11-21 19:00:00+00:00,59489.1,59615.87,59268.62,59371.41,200.83797277
2021-11-21 20:00:00+00:00,59371.41,59750.0,59320.65,59658.79,234.2442059
2021-11-21 21:00:00+00:00,59658.78,59717.57,59429.91,59538.56,254.56926924
2021-11-21 22:00:00+00:00,59538.56,59574.07,58961.09,59175.22,275.97343068
2021-11-21 23:00:00+00:00,59170.16,59323.98,58568.24,58671.21,284.5309901
2021-11-22 00:00:00+00:00,58671.22,58800.83,58027.26,58179.5,629.01383564
2021-11-22 01:00:00+00:00,58181.73,58298.69,57725.0,58097.91,593.10927641
2021-11-22 02:00:00+00:00,58097.91,58177.15,57382.25,57751.29,696.87744745
2021-11-22 03:00:00+00:00,57751.28,57848.69,57000.0,57431.02,452.94707479000004
2021-11-22 04:00:00+00:00,57431.01,57578.45,57087.64,57105.8,372.23732343
2021-11-22 05:00:00+00:00,57096.31,57520.48,56827.33,57520.48,663.72988657
2021-11-22 06:00:00+00:00,57520.48,57536.45,57100.16,57356.04,325.87162821
2021-11-22 07:00:00+00:00,57356.08,57808.49,57305.12,57314.27,193.72640557
2021-11-22 08:00:00+00:00,57314.27,57620.75,57295.32,57400.0,192.25973935
2021-11-22 09:00:00+00:00,57400.01,57890.06,57184.0,57184.02,298.23059405
